title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,genres,n_ad_breaks,runtime_with_ads,scaled_popularity,children_scaled_popularity,adults_scaled_popularity,retirees_scaled_popularity
The Good Lie,7.354,459,2014-09-10,3396345,110,20000000,7.928,['Drama'],4,120.0,0.08836537151046836,0.0353461,0.0883654,0.0883654
Thunderbolt and Lightfoot,6.7,457,1974-05-23,25000000,115,4000000,20.14,"['Crime', 'Comedy', 'Action']",4,120.0,0.5009423009201011,0.4007538,0.5009423,0.4007538
The Crucible,6.589,456,1996-11-27,7343114,124,25000000,18.739,"['Drama', 'History']",5,150.0,0.4725813133942092,0.1890325,0.4725813,0.4725813
Drumline,6.899,456,2002-12-13,57588485,118,20000000,20.845,"['Drama', 'Romance', 'Comedy', 'Music']",4,150.0,0.5142917244520016,0.4114334,0.4114334,0.5142917
Diana,5.614,455,2013-09-19,21766271,113,15000000,10.909,"['Drama', 'Romance']",4,120.0,0.24159381849722286,0.0966375,0.2415938,0.2415938
Dead End,6.338,455,2003-09-26,77000000,83,900000,9.856,"['Mystery', 'Horror', 'Thriller']",3,90.0,0.19433852311423688,0.0777354,0.1943385,0.1166031
The Prince,4.902,454,2014-08-22,1289595,93,18000000,19.916,"['Thriller', 'Action']",4,120.0,0.49657735425773153,0.3972619,0.4965774,0.1986309
Thumbelina,6.427,454,1994-03-29,11373501,86,28000000,16.267,"['Animation', 'Family', 'Fantasy', 'Romance', 'Music']",3,90.0,0.41536460330589187,0.3322917,0.2492188,0.2492188
Birdy,7.117,454,1984-12-14,1400000,120,12000000,12.065,['Drama'],5,150.0,0.28719135914258276,0.1148765,0.2871914,0.2871914
Nell,6.531,453,1994-12-23,106683817,112,31000000,12.527,"['Drama', 'Thriller']",4,120.0,0.3038834655853523,0.1215534,0.3038835,0.2431068
Shortbus,6.32,453,2006-10-04,5179037,101,2000000,18.525,"['Romance', 'Drama', 'Comedy']",4,120.0,0.4680143472435715,0.2808086,0.4680143,0.4680143
"Elvira, Mistress of the Dark",6.5,453,1988-09-30,5596267,96,7500000,23.039,"['Horror', 'Comedy']",4,120.0,0.5524613257587138,0.4419691,0.5524613,0.4419691
Miss Potter,6.6,453,2006-12-03,35078241,92,30000000,13.541,"['Drama', 'Family', 'Romance']",4,120.0,0.33792047612516735,0.2027523,0.2703364,0.3379205
Mermaids,6.711,453,1990-12-14,35419397,110,31000000,12.968,"['Comedy', 'Drama', 'Romance']",4,120.0,0.31910187561329006,0.1914611,0.3191019,0.3191019
Sid and Nancy,6.774,452,1986-10-24,2826523,114,4000000,14.642,"['Drama', 'Romance']",4,120.0,0.37139197143819697,0.1485568,0.371392,0.371392
The Transformers: The Movie,7.167,452,1986-08-08,5849647,84,6000000,17.822,"['Animation', 'Science Fiction', 'Action', 'Adventure', 'Family']",3,90.0,0.4525306467351274,0.3620245,0.3620245,0.1810123
The Prophecy,6.497,451,1995-09-01,16115878,98,8000000,14.062,"['Horror', 'Fantasy', 'Thriller']",4,120.0,0.35417373632964444,0.2125042,0.3541737,0.1416695
Demonic,5.299,451,2015-02-12,3387000,83,3000000,8.206,"['Thriller', 'Horror']",3,90.0,0.10557962172377483,0.0422318,0.1055796,0.0422318
Mystic Pizza,6.244,450,1988-10-13,12793213,104,6000000,19.225,"['Comedy', 'Drama', 'Romance']",4,120.0,0.4827134221305197,0.2896281,0.4827134,0.4827134
Yellow Submarine,7.13,450,1968-07-17,1273261,89,250000,15.31,"['Music', 'Animation', 'Adventure', 'Comedy', 'Fantasy']",3,90.0,0.3901819677796147,0.390182,0.3121456,0.2341092
Zulu,7.361,450,1964-01-22,8000000,138,1720000,13.541,"['Action', 'Drama', 'History', 'War']",5,150.0,0.33792047612516735,0.2027523,0.2703364,0.2703364
Oscar,6.283,449,1991-04-26,23562716,109,35000000,12.173,['Comedy'],4,120.0,0.2911654643600483,0.2911655,0.2911655,0.2911655
An American Haunting,5.582,449,2005-05-05,29612137,83,14000000,11.088,"['Horror', 'Thriller', 'Mystery']",3,90.0,0.24904773151441534,0.0996191,0.2490477,0.1494286
Tequila Sunrise,6.049,449,1988-12-02,105900000,115,23000000,17.297,"['Crime', 'Romance', 'Thriller']",4,120.0,0.4404561300472671,0.1761825,0.4404561,0.3523649
Hardball,6.5,448,2001-09-14,40222729,106,32000000,15.472,['Drama'],4,120.0,0.3945827761181854,0.1578331,0.3945828,0.3945828
Truth,6.56,448,2015-10-16,5383097,125,9600000,25.237,['Drama'],5,150.0,0.586388957885367,0.2345556,0.586389,0.586389
"Hello, My Name Is Doris",6.447,447,2015-11-27,14659448,95,1000000,10.583,"['Comedy', 'Drama', 'Romance']",4,120.0,0.2276089955803851,0.1365654,0.227609,0.227609
Rules Don't Apply,5.751,447,2016-11-23,3885342,127,25000000,6.672,"['Romance', 'Comedy', 'Drama']",5,150.0,1e-06,6e-07,1e-06,1e-06
Annapolis,6.745,447,2006-01-27,17496992,108,26000000,21.581,"['Drama', 'Action']",4,120.0,0.5276364441488213,0.4221092,0.5276364,0.4221092
The Woman in Red,6.203,446,1984-08-15,25308147,87,9000000,13.785,"['Comedy', 'Romance']",3,90.0,0.3456294313155986,0.2765035,0.3456294,0.3456294
In the Land of Women,5.867,446,2007-04-20,17500000,97,10000000,11.922,"['Romance', 'Comedy', 'Drama']",4,120.0,0.2818590892957802,0.1691155,0.2818591,0.2818591
Win Win,6.822,446,2011-03-18,10654385,106,10831173,7.657,"['Drama', 'Comedy']",4,120.0,0.0708223240718861,0.0566579,0.0708223,0.0708223
...And Justice for All,7.078,446,1979-10-19,33300000,119,6000000,15.131,['Drama'],4,150.0,0.3852502566437878,0.1541001,0.3852503,0.3852503
The Art of War,5.688,444,2000-08-25,30199105,117,40000000,10.399,"['Crime', 'Action', 'Adventure']",4,150.0,0.21947053093071944,0.1755764,0.2194705,0.1316823
Leviathan,5.9,444,1989-03-17,15704614,98,25000000,16.015,"['Adventure', 'Horror', 'Action', 'Thriller', 'Science Fiction']",4,120.0,0.4089187442681502,0.2453512,0.4089187,0.1635675
Green Card,6.124,444,1990-12-23,29888235,108,12500000,14.709,"['Comedy', 'Romance', 'Drama']",4,120.0,0.3733251713143961,0.2239951,0.3733252,0.3733252
The Postman Always Rings Twice,6.533,443,1981-03-20,12376625,122,12000000,14.425,"['Crime', 'Romance', 'Drama', 'Thriller']",5,150.0,0.3650529035431525,0.1460212,0.3650529,0.2920423
Sleepover,5.997,443,2004-07-09,10143022,89,10000000,12.961,"['Family', 'Comedy']",3,90.0,0.31886547768813417,0.3188655,0.2550924,0.3188655
Around the World in Eighty Days,6.7,442,1956-10-17,42000000,182,6000000,15.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']",7,210.0,0.3815939482934791,0.3052752,0.3052752,0.3052752
Big Miracle,6.627,442,2012-02-02,24719215,107,40000000,13.711,"['Adventure', 'Drama', 'Romance']",4,120.0,0.34330988897845766,0.2059859,0.3433099,0.2746479
The Replacement Killers,6.175,441,1998-02-06,19204929,87,30000000,25.369,"['Action', 'Drama', 'Crime', 'Thriller', 'Mystery']",3,90.0,0.5883080542333903,0.3529848,0.5883081,0.4706464
Highlander III: The Sorcerer,4.725,440,1994-11-29,36800000,99,26000000,15.828,"['Fantasy', 'Action']",4,120.0,0.4040520213068445,0.404052,0.404052,0.1616208
Godsend,4.868,440,2004-04-30,30120671,102,25000000,11.531,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",4,120.0,0.2668532572288378,0.1067413,0.2668533,0.160112
Nine to Five,6.894,440,1980-12-18,103300000,110,10000000,16.462,['Comedy'],4,120.0,0.4202664449114263,0.4202664,0.4202664,0.4202664
The Beach Bum,5.628,440,2019-03-21,4554065,95,5000000,11.235,['Comedy'],4,120.0,0.2550552164851383,0.2550552,0.2550552,0.2550552
The Son of Bigfoot,6.59,440,2017-07-26,46372519,92,30000000,22.265,"['Family', 'Animation', 'Comedy']",4,120.0,0.5395362767687372,0.5395363,0.3237218,0.431629
Find Me Guilty,6.55,439,2006-03-16,2636637,125,13000000,9.524,"['Comedy', 'Crime', 'Drama']",5,150.0,0.17808317811125496,0.1068499,0.1780832,0.1780832
Pink Flamingos,6.19,439,1972-03-17,6000000,93,12000,15.654,"['Comedy', 'Crime']",4,120.0,0.3994578444784071,0.3195663,0.3994578,0.3994578
Parental Guidance,5.946,439,2012-12-25,119772232,104,25000000,15.021,['Comedy'],4,120.0,0.3821827906614972,0.3821828,0.3821828,0.3821828
New in Town,5.837,439,2009-01-30,29010817,97,8000000,12.64,"['Comedy', 'Romance']",4,120.0,0.3078471916252452,0.2462778,0.3078472,0.3078472
The Crush,6.502,438,1993-04-02,13609396,89,6000000,16.536,"['Drama', 'Thriller']",3,90.0,0.4221074592416305,0.168843,0.4221075,0.337686
All My Life,7.852,438,2020-10-23,2000000,93,25000000,12.716,"['Romance', 'Drama']",4,120.0,0.31048779328722675,0.1241951,0.3104878,0.3104878
The Adventures of Pluto Nash,4.34,438,2002-08-16,7103973,95,100000000,11.232,"['Action', 'Comedy', 'Science Fiction']",4,120.0,0.25493361872915343,0.2039469,0.2549336,0.1529602
Sorcerer,7.41,437,1977-06-24,9000000,121,22000000,20.925,"['Thriller', 'Adventure', 'Drama']",5,150.0,0.5157706794345527,0.3094624,0.5157707,0.3094624
Goya's Ghosts,6.612,437,2006-11-08,9448082,114,50000000,13.114,"['Drama', 'History']",4,120.0,0.3239957950673513,0.1295983,0.3239958,0.3239958
Streets of Fire,6.87,436,1984-06-01,8089290,93,14500000,15.145,['Action'],4,120.0,0.38563863478842136,0.3856386,0.3856386,0.1542555
Hoosiers,7.063,435,1986-11-14,28607524,114,9000000,13.659,"['Drama', 'Family']",4,120.0,0.3416704103056232,0.2733363,0.2733363,0.3416704
Blind Date,6.009,435,1987-03-27,39321715,95,18000000,13.293,"['Comedy', 'Romance']",4,120.0,0.3299022162365173,0.2639218,0.3299022,0.3299022
Walking with Dinosaurs,6.09,435,2013-12-18,126546518,87,80000000,20.356,"['Animation', 'Family', 'Adventure']",3,90.0,0.5050939537895205,0.505094,0.2020376,0.2020376
Stargate: The Ark of Truth,7.143,435,2008-03-11,8900000,101,7000000,20.425,"['Action', 'Adventure', 'Science Fiction', 'TV Movie']",4,120.0,0.5064085248621196,0.4051268,0.4051268,0.2025634
Outcast,5.078,434,2014-09-26,5148503,98,25000000,25.405,['Action'],4,120.0,0.5888292813791751,0.5888293,0.5888293,0.2355317
The Man Who Knew Too Little,6.321,434,1997-11-14,13801755,97,20000000,10.573,"['Comedy', 'Thriller', 'Crime', 'Action']",4,120.0,0.22717134459744626,0.1817371,0.2271713,0.1817371
Maximum Risk,5.718,434,1996-09-13,51702483,100,25000000,13.848,"['Action', 'Thriller']",4,120.0,0.347591754096608,0.2780734,0.3475918,0.1390367
Rollerball,3.998,434,2002-02-08,25852764,98,70000000,9.583,"['Action', 'Science Fiction', 'Thriller']",4,120.0,0.18102442534238578,0.1086147,0.1810244,0.0724098
The Producers,6.14,433,2005-12-25,38058335,134,45000000,12.937,['Comedy'],5,150.0,0.3180537365395182,0.3180537,0.3180537,0.3180537
Good Burger,5.999,433,1997-07-25,23700000,95,8500000,21.959,"['Family', 'Comedy']",4,120.0,0.5342701402499936,0.5342701,0.4274161,0.5342701
Albert Nobbs,6.32,433,2011-12-21,5634828,113,8000000,12.059,['Drama'],4,120.0,0.2869692482378426,0.1147877,0.2869692,0.2869692
The Bonfire of the Vanities,5.536,432,1990-12-21,15691192,125,47000000,10.822,"['Comedy', 'Drama']",5,150.0,0.23791437071395705,0.1903315,0.2379144,0.2379144
S. Darko,4.43,432,2009-04-28,4100000,103,4000000,13.951,"['Thriller', 'Crime', 'Science Fiction', 'Mystery']",4,120.0,0.350775711096044,0.1403103,0.3507757,0.2806206
Bandslam,5.8,432,2009-08-06,12225023,111,20000000,12.44,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",4,120.0,0.30080062145539166,0.2406405,0.2406405,0.3008006
54,5.815,432,1998-08-28,16757163,106,13000000,14.223,"['Drama', 'Music']",4,120.0,0.3590423820341442,0.2872339,0.2872339,0.3590424
Evita,6.121,431,1996-12-14,141047179,135,55000000,15.197,"['History', 'Drama', 'Music']",5,150.0,0.38707721113744653,0.2322463,0.3096618,0.3870772
The Tailor of Panama,6.023,431,2001-03-30,28008462,109,21000000,13.045,"['Drama', 'Thriller']",4,120.0,0.3216915931718214,0.1286766,0.3216916,0.2573533
I Am Not Your Negro,7.737,431,2017-02-03,7123919,93,1000000,11.677,['Documentary'],4,120.0,0.27253128860955533,0.1090125,0.1090125,0.2725313
The Thomas Crown Affair,6.85,431,1968-06-26,14000000,102,4300000,16.695,"['Crime', 'Romance']",4,120.0,0.4260281721155902,0.1704113,0.4260282,0.4260282
Urban Legends: Final Cut,4.807,430,2000-09-22,38574362,98,14000000,20.622,"['Horror', 'Mystery', 'Thriller']",4,120.0,0.5101312269051166,0.2040525,0.5101312,0.3060787
Infinity Pool,6.122,430,2023-01-27,5078400,118,4500000,42.701,"['Horror', 'Science Fiction', 'Thriller']",4,150.0,0.7681590220660646,0.3072636,0.768159,0.3072636
Man of the House,5.738,430,2005-02-25,21577624,100,40000000,14.095,"['Comedy', 'Action']",4,120.0,0.35517740170759926,0.3551774,0.3551774,0.2841419
Paris Is Burning,8.047,429,1991-03-13,3779620,71,500000,7.428,['Documentary'],3,90.0,0.055365023441167505,0.022146,0.022146,0.055365
The Serpent and the Rainbow,6.382,429,1988-02-05,19595031,98,7000000,12.598,"['Horror', 'Thriller']",4,120.0,0.306379231416696,0.1225517,0.3063792,0.1225517
The Great Gatsby,6.307,429,1974-03-27,26533200,144,6500000,17.76,"['Drama', 'Romance']",5,180.0,0.4511282170970325,0.1804513,0.4511282,0.4511282
Cold Creek Manor,5.371,429,2003-09-19,29119434,118,45000000,17.179,"['Mystery', 'Thriller']",4,150.0,0.43767849348177995,0.1750714,0.4376785,0.3501428
Fly Away Home,6.89,429,1996-09-13,25143818,107,22000000,16.663,"['Action', 'Adventure', 'Drama', 'Family']",4,120.0,0.4252428997169324,0.3401943,0.3401943,0.2551457
Jungle 2 Jungle,5.239,428,1997-03-04,59927618,105,32000000,14.382,"['Comedy', 'Family']",4,120.0,0.3637824148851656,0.3637824,0.2910259,0.3637824
Tank Girl,5.387,428,1995-03-31,4064495,98,25000000,12.523,"['Action', 'Comedy', 'Science Fiction']",4,120.0,0.30374232376527344,0.2429939,0.3037423,0.1822454
Play Misty for Me,6.6,428,1971-10-01,10600000,102,725000,11.98,"['Drama', 'Thriller']",4,120.0,0.2840315973801657,0.1136126,0.2840316,0.2272253
Blood Ties,6.1,428,2013-08-22,2415472,128,25500000,12.674,"['Thriller', 'Crime', 'Drama']",5,150.0,0.30903100305960196,0.1236124,0.309031,0.2472248
Must Love Dogs,5.871,428,2005-07-21,58405313,98,30000000,13.254,"['Romance', 'Comedy']",4,120.0,0.3286239872869766,0.2628992,0.328624,0.328624
On Deadly Ground,5.107,427,1994-02-18,49000000,102,50000000,17.25,['Action'],4,120.0,0.439352657644967,0.4393527,0.4393527,0.1757411
Burke & Hare,6.073,426,2010-10-29,4791599,91,10000000,14.297,"['Comedy', 'Thriller', 'History', 'Horror']",4,120.0,0.361256751992156,0.2167541,0.3612568,0.2890054
Poltergeist III,5.175,426,1988-06-10,14144000,98,10500000,14.616,"['Horror', 'Thriller']",4,120.0,0.37063875211757197,0.1482555,0.3706388,0.1482555
And So It Goes,6.075,426,2014-07-17,25312387,94,18000000,7.438,"['Comedy', 'Drama', 'Romance']",4,120.0,0.05605273094030766,0.0336316,0.0560527,0.0560527
Smoke,7.21,426,1995-06-09,8349430,112,7000000,11.955,"['Comedy', 'Drama']",4,120.0,0.28309681780323986,0.2264775,0.2830968,0.2830968
Tales from the Crypt: Demon Knight,6.786,426,1995-01-13,21089146,92,13000000,20.171,"['Horror', 'Comedy', 'Thriller']",4,120.0,0.5015415704853082,0.3009249,0.5015416,0.3009249
Dragnet,5.916,425,1987-06-23,66673516,106,20000000,14.364,"['Action', 'Comedy', 'Crime']",4,120.0,0.36324915128091795,0.2905993,0.3632492,0.2905993
Prom,6.108,425,2011-04-29,10130000,104,8000000,10.917,"['Comedy', 'Romance']",4,120.0,0.2419302775840507,0.1935442,0.2419303,0.2419303
All That Jazz,7.441,425,1979-12-16,37823676,123,12000000,13.264,['Drama'],5,150.0,0.3289521934892815,0.1315809,0.3289522,0.3289522
Staying Alive,5.738,425,1983-07-11,64892670,93,22000000,18.237,"['Drama', 'Music']",4,120.0,0.4617621448147557,0.3694097,0.3694097,0.4617621
War Room,7.782,424,2015-08-28,67790117,120,3000000,23.185,"['Drama', 'Romance']",5,150.0,0.5548384538852794,0.2219354,0.5548385,0.5548385
The Black Hole,5.858,424,1979-12-18,35841901,98,20000000,22.837,"['Adventure', 'Family', 'Science Fiction', 'Action']",4,120.0,0.5491411422251318,0.4393129,0.4393129,0.2196565
Rugrats in Paris: The Movie,6.6,424,2000-11-17,103291131,78,30000000,20.537,"['Family', 'Animation', 'Adventure', 'Comedy']",3,90.0,0.5085304875551442,0.5085305,0.3051183,0.3051183
Spice World,4.757,424,1997-12-18,100000000,93,25000000,9.483,"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Music']",4,120.0,0.17602549658695577,0.1408204,0.1408204,0.1408204
Tuck Everlasting,6.6,423,2002-10-11,19158074,90,15000000,9.672,"['Drama', 'Family', 'Fantasy', 'Romance']",4,120.0,0.18541766610284904,0.1483341,0.1483341,0.1483341
Antwone Fisher,6.871,423,2002-12-19,23367586,120,12500000,12.96,"['Drama', 'Romance']",5,150.0,0.3188316933054158,0.1275327,0.3188317,0.3188317
Missing in Action,5.8,422,1984-11-16,22812411,101,2550000,16.657,"['Action', 'Adventure', 'Thriller', 'War']",4,120.0,0.4250954490302055,0.3400764,0.3400764,0.2550573
Daddy Day Camp,4.797,421,2007-08-08,18197398,89,6000000,15.4,"['Family', 'Comedy']",3,90.0,0.3926340979803359,0.3926341,0.3141073,0.3926341
Gallipoli,7.0,421,1981-08-13,11740000,112,3000000,13.874,"['War', 'History', 'Drama']",4,120.0,0.3483983009735358,0.1393593,0.2787186,0.3483983
My Life Without Me,5.941,421,2003-03-07,12300000,106,2500000,13.52,"['Drama', 'Romance']",4,120.0,0.33724876442908225,0.1348995,0.3372488,0.3372488
The Mosquito Coast,6.361,421,1986-11-26,14302779,119,25000000,13.667,"['Drama', 'Adventure']",4,150.0,0.34192315316197275,0.2735385,0.3419232,0.2735385
The Scarlet Letter,6.032,421,1995-10-13,10382407,135,50000000,15.716,"['Drama', 'Romance', 'Western']",5,150.0,0.4011022276720024,0.1604409,0.3208818,0.4011022
Gigli,4.029,421,2003-08-01,7266209,122,75600000,11.825,"['Comedy', 'Crime', 'Drama', 'Romance']",5,150.0,0.278195501907082,0.1669173,0.2781955,0.2781955
Exit Wounds,5.672,421,2001-03-16,79958599,101,50000000,14.589,"['Action', 'Crime', 'Thriller']",4,120.0,0.3698547629248908,0.2219129,0.3698548,0.2219129
Air Bud,5.481,420,1997-08-01,23144499,98,3000000,16.618,"['Comedy', 'Family']",4,120.0,0.4241353810910336,0.4241354,0.3393083,0.4241354
Stan Helsing,4.237,420,2009-10-27,1400000,90,365000,15.822,['Comedy'],4,120.0,0.4038946668811614,0.4038947,0.4038947,0.4038947
Michael Collins,6.912,420,1996-10-25,16900000,132,25000000,11.021,"['War', 'Drama', 'Thriller', 'History']",5,150.0,0.24627581720416714,0.0985103,0.1970207,0.1970207
Saved!,6.4,420,2004-01-21,10100000,92,5000000,14.265,['Comedy'],4,120.0,0.360300974841234,0.360301,0.360301,0.360301
Mutant Chronicles,5.227,418,2008-08-07,2131057,111,8000000,14.548,"['Action', 'Adventure', 'Horror', 'Science Fiction']",4,120.0,0.3686607367951523,0.2949286,0.3686607,0.1474643
Death Race 2000,6.081,418,1975-04-30,8000000,80,300000,20.465,"['Action', 'Comedy', 'Science Fiction']",3,90.0,0.5071680430675243,0.4057344,0.507168,0.3043008
Diary of a Wimpy Kid: The Long Haul,5.311,417,2017-05-19,40120144,91,22000000,15.58,"['Comedy', 'Family']",4,120.0,0.3974843712966343,0.3974844,0.3179875,0.3974844
Transamerica,7.041,417,2005-12-23,13350369,103,1000000,12.865,['Drama'],4,120.0,0.31560697893153133,0.1262428,0.315607,0.315607
Barbershop,6.337,417,2002-04-01,77063924,102,12000000,16.04,"['Comedy', 'Drama']",4,120.0,0.40956392747676906,0.3276511,0.4095639,0.4095639
Super Troopers 2,5.854,417,2018-04-19,18850674,100,13500000,12.698,"['Comedy', 'Crime', 'Mystery']",4,120.0,0.309864205153511,0.1859185,0.3098642,0.3098642
Sweet Smell of Success,7.668,417,1957-07-04,2500000,97,3400000,12.523,['Drama'],4,120.0,0.30374232376527344,0.1214969,0.3037423,0.3037423
Showdown in Little Tokyo,6.365,416,1991-08-23,2275557,79,8000000,20.339,['Action'],3,90.0,0.50476921419218,0.5047692,0.5047692,0.2019077
The Secret of Moonacre,6.457,416,2009-02-06,7162618,103,32000000,16.378,"['Adventure', 'Fantasy', 'Romance']",4,120.0,0.41816392854068457,0.3345311,0.4181639,0.2508984
The Personal History of David Copperfield,6.487,416,2019-11-07,11620337,119,15600000,8.994,['Comedy'],4,150.0,0.1505706523955299,0.1505707,0.1505707,0.1505707
My Bloody Valentine,6.475,415,1981-02-11,5672031,90,2200000,16.119,"['Horror', 'Thriller', 'Mystery']",4,120.0,0.4115943773094835,0.1646378,0.4115944,0.2469566
Kinsey,6.601,415,2004-09-04,17050017,118,11000000,13.095,['Drama'],4,150.0,0.32336284482888544,0.1293451,0.3233628,0.3233628
Barbershop: The Next Cut,6.298,415,2016-04-15,55030051,112,20000000,10.53,"['Comedy', 'Drama']",4,120.0,0.22528340403620434,0.1802267,0.2252834,0.2252834
The Boogeyman,6.767,415,2023-05-31,66978229,99,41900000,184.621,"['Horror', 'Thriller', 'Mystery']",4,120.0,1.0,0.4,1.0,0.6
The Matador,6.275,415,2005-05-12,17297244,96,10000000,9.495,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",4,120.0,0.17662892138065467,0.1059774,0.1766289,0.1413031
I Can Only Imagine,7.504,415,2018-02-14,86026201,110,7000000,19.42,"['Music', 'Drama']",4,120.0,0.48668855178137826,0.3893508,0.3893508,0.4866886
Traffik,6.158,414,2018-04-20,5132274,96,4000000,29.851,"['Horror', 'Thriller']",4,120.0,0.6469349399834936,0.258774,0.6469349,0.258774
Space Chimps,4.831,414,2008-06-25,64762724,81,37000000,12.466,"['Animation', 'Family', 'Adventure', 'Comedy', 'Science Fiction']",3,90.0,0.301724798566268,0.2413798,0.2413798,0.1810349
The Greatest Game Ever Played,7.227,414,2005-09-30,15431177,120,25000000,15.401,['Drama'],5,150.0,0.3926612418873253,0.1570645,0.3926612,0.3926612
An Affair to Remember,7.361,414,1957-07-11,3800000,111,2100000,11.982,"['Drama', 'Romance']",4,120.0,0.2841062724002089,0.1136425,0.2841063,0.2841063
The Promise,6.952,413,2016-12-02,12448676,133,90000000,22.418,"['History', 'Romance', 'Drama']",5,150.0,0.5421354458812644,0.2168542,0.5421354,0.5421354
The Human Stain,5.978,413,2003-10-29,24900000,106,30000000,14.389,"['Drama', 'Romance']",4,120.0,0.36398956664299387,0.1455958,0.3639896,0.3639896
Blue Thunder,6.1,413,1983-02-05,42313354,110,22000000,20.066,"['Drama', 'Action', 'Thriller']",4,120.0,0.49950708761421664,0.2997043,0.4995071,0.2997043
On Golden Pond,7.268,413,1981-12-01,119285432,109,15000000,15.088,"['Drama', 'Romance']",4,120.0,0.38405452930845685,0.1536218,0.3840545,0.3840545
Riding in Cars with Boys,6.786,413,2001-10-19,35743308,132,48000000,21.369,"['Comedy', 'Drama', 'Romance']",5,150.0,0.5238518354774225,0.3143111,0.5238518,0.5238518
American Splendor,7.165,412,2003-08-15,6003587,101,2000000,7.305,"['Comedy', 'Drama']",4,120.0,0.0468077480354937,0.0374462,0.0468077,0.0468077
Brubaker,7.053,412,1980-06-20,37121708,125,9000000,10.426,"['Crime', 'Drama']",5,150.0,0.22067622955069002,0.0882705,0.2206762,0.2206762
Explorers,6.198,412,1985-07-12,9873044,109,25000000,17.63,"['Family', 'Science Fiction', 'Fantasy']",4,120.0,0.44816748852867944,0.358534,0.358534,0.179267
Alan Partridge: Alpha Papa,6.665,411,2013-07-24,9800000,90,4000000,10.148,['Comedy'],4,120.0,0.2080670741619567,0.2080671,0.2080671,0.2080671
Journey to the Center of the Earth,6.985,411,1959-12-15,10000000,132,3440000,17.002,"['Adventure', 'Fantasy', 'Family']",5,150.0,0.43346656324501076,0.4334666,0.3467733,0.1733866
3 from Hell,5.804,411,2019-09-16,2295825,115,3000000,14.711,"['Drama', 'Horror', 'Crime']",4,120.0,0.3733827071335793,0.1493531,0.3733827,0.2987062
The Entity,6.535,411,1982-09-30,13277558,125,9000000,14.965,"['Horror', 'Mystery', 'Thriller']",5,150.0,0.3806102198350067,0.1522441,0.3806102,0.2283661
Street Fighter: The Legend of Chun-Li,4.385,410,2009-02-27,12764201,97,50000000,16.596,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",4,120.0,0.4235925475489602,0.338874,0.4235925,0.169437
The Way We Were,6.9,410,1973-10-17,50000000,118,5000000,14.655,"['Drama', 'Romance']",4,150.0,0.3717679455946354,0.1487072,0.3717679,0.3717679
Nightbreed,6.345,409,1990-02-16,8862354,102,11000000,14.052,"['Horror', 'Fantasy', 'Action']",4,120.0,0.3538690051151244,0.2830952,0.353869,0.1415476
Summer of Sam,6.46,409,1999-07-02,19288130,142,22000000,10.534,"['Thriller', 'Drama', 'Crime']",5,180.0,0.2254594414218426,0.0901838,0.2254594,0.1803676
Austenland,6.359,409,2013-08-15,2159041,97,4900000,12.337,"['Comedy', 'Romance']",4,120.0,0.29711515388267584,0.2376921,0.2971152,0.2971152
I.Q.,5.968,409,1994-12-24,26381221,100,25000000,9.669,"['Comedy', 'Drama', 'Romance']",4,120.0,0.18527042265592086,0.1111623,0.1852704,0.1852704
Under Suspicion,6.091,408,2000-08-24,1308242,110,25000000,11.914,"['Thriller', 'Crime', 'Drama']",4,120.0,0.28155837658929234,0.1126234,0.2815584,0.2252467
A Few Best Men,5.746,407,2011-10-14,29007412,97,12468389,10.461,['Comedy'],4,120.0,0.22223324948858214,0.2222332,0.2222332,0.2222332
Son of Rambow,6.732,407,2007-01-22,10871449,96,4913400,10.803,['Comedy'],4,120.0,0.23710578844861366,0.2371058,0.2371058,0.2371058
Dying Young,6.651,407,1991-06-20,82264675,111,18000000,11.681,"['Drama', 'Romance']",4,120.0,0.2726855761046687,0.1090742,0.2726856,0.2726856
Coriolanus,5.875,407,2011-02-14,1072602,123,7700000,13.283,"['Drama', 'Thriller']",5,150.0,0.32957491991537025,0.13183,0.3295749,0.2636599
Kundun,6.861,406,1997-12-25,5684789,134,28000000,12.29,"['Drama', 'History']",5,150.0,0.2954203988565455,0.1181682,0.2954204,0.2954204
UglyDolls,6.659,406,2019-05-01,32450241,87,45000000,13.811,"['Family', 'Animation', 'Music']",3,90.0,0.34644065576457395,0.3464407,0.1385763,0.1385763
The China Syndrome,7.133,406,1979-03-16,51718367,122,5900000,12.714,"['Drama', 'Thriller']",5,150.0,0.31041856117817757,0.1241674,0.3104186,0.2483348
Broadway Danny Rose,7.192,406,1984-01-27,10600497,84,8000000,8.332,['Comedy'],3,90.0,0.11313727566030468,0.1131373,0.1131373,0.1131373
The Conspirator,6.554,405,2011-04-15,15478800,122,25000000,11.398,"['Crime', 'Drama', 'History']",5,150.0,0.261600457945676,0.1046402,0.2616005,0.2616005
